Timestamp,Tanggal,Pesawat ,Status,Jumlah Penumpang,Jumlah Cargo,Load Factor, Harga Tiket Tertinggi (Departure),Nama Petugas Posko,Remark,Destination ( From - To),Kode Penerbangan, Harga Tiket Terendah (Departure)
05/01/2025 11:38:13,05/01/2025,Citilink,Departure,182,237,100, Rp 1.518.515 ,"Arif Rahman, Sandra Dwi Alliah",Berjadwal,AAP-SUB,QG 461, Rp 912.455 
05/01/2025 11:39:53,05/01/2025,Batik Air,Arrival,139,2658,87,,"Arif Rahman, Sandra Dwi Alliah",Berjadwal,CGK-AAP,ID 6256,
05/01/2025 12:26:02,05/01/2025,Wing air,Arrival,68,1,93, Rp 1.357.550 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,BEJ-AAP,IW1485,
05/01/2025 14:45:48,05/01/2025,Wing air,Departure,71,16,97, Rp 1.357.550 ,"Iswoyo Jati,Riski, Wahyu Utomo",Berjadwal,AAP-BEJ,IW1484,
05/01/2025 14:51:27,05/01/2025,Batik Air,Departure,146,24,92, Rp 1.944.000 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,AAP-CGK,ID6257, Rp 1.639.000 
05/01/2025 15:29:06,05/01/2025,Super Air Jet,Arrival,181,0,97, Rp 1.203.500 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,UPG-AAP,IU533, Rp 938.300 
05/01/2025 15:34:28,05/01/2025,Super Air Jet,Arrival,182,2964,100, Rp 1.456.780 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,YIA-AAP,IU658, Rp 1.373.600 
05/01/2025 15:39:25,05/01/2025,Super Air Jet,Departure,176,19,96, Rp 1.203.500 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,AAP-UPG,IU532, Rp 938.300 
05/01/2025 16:56:25,05/01/2025,Super Air Jet,Departure,181,50,100, Rp 1.395.700 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,AAP-SBY,IU643, Rp 1.046.800 
05/01/2025 17:01:59,05/01/2025,Citilink,Arrival,180,1114,100, Rp 1.719.425 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,CGK-AAP,QG422, Rp 1.077.845 
05/01/2025 17:58:22,05/01/2025,Citilink,Departure,180,92,98, Rp 1.719.425 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,AAP-CGK,QG423, Rp 1.077.845 
05/01/2025 18:00:44,05/01/2025,Batik Air,Arrival,154,749,96, Rp 1.944.800 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,CGK-AAP,ID6676, Rp 1.639.000 
05/01/2025 18:09:46,05/01/2025,Batik Air,Departure,144,0,89, Rp 1.077.845 ,"Iswoyo Jati,Riski,Wahyu Utomo",Berjadwal,AAP-CGK,ID6677, Rp 1.719.425 
