Timestamp;Tanggal;Pesawat;Status;Jumlah Penumpang;Jumlah Cargo;Load Factor; Harga Tiket Tertinggi (Departure);Nama Petugas Posko;Status 2;Destination ( From - To);Kode Penerbangan; Harga Tiket Terendah (Departure)
4/9/2025 11:50:36;09/04/2025;Smart Aviation;Departure;6;0;50; Rp-   ;ABDUL FATAH;Perintis;LPU-AAP;PK-SNG; Rp737.320 
3/22/2025 13:53:17;22 March 2025;Smart Aviation;Departure;9;0;67;;ADITYA FATURRACHIM;Berjadwal;AAP-LPU;PK-SNV;
3/30/2025 8:01:41;30 March 2025;Batik Air;Arrival;32;3048;20; Rp1.840.700 ;AGAM, NALDA;Berjadwal;CGK-AAP;ID6672; Rp-   
3/30/2025 8:11:22;30 March 2025;Super Air Jet;Arrival;102;687;56; Rp-   ;AGAM, NALDA;Berjadwal;SUB-AAP;IU640; Rp-   
3/30/2025 9:04:09;30 March 2025;Batik Air;Departure;151;245;96; Rp1.840.700 ;AGAM, NALDA;Berjadwal;AAP-CGK;ID6673; Rp-   
3/30/2025 9:31:26;30 March 2025;Super Air Jet;Departure;190;2;99; Rp1.379.180 ;AGAM, NALDA;Berjadwal;AAP-YIA;IU659; Rp-   
3/30/2025 9:32:39;30 March 2025;Citilink;Arrival;79;594;43; Rp-   ;AGAM, NALDA;Berjadwal;SUB-AAP;QG460; Rp-   
3/30/2025 11:03:11;30 March 2025;Citilink;Departure;183;36;99; Rp1.518.515 ;AGAM, NALDA;Berjadwal;AAP-SUB;QG461; Rp-   
3/30/2025 12:04:04;30 March 2025;Wing air;Arrival;72;1;95; Rp-   ;AGAM, NALDA;Berjadwal;BEJ-AAP;IW1485; Rp-   
3/30/2025 12:05:14;30 March 2025;Super Air Jet;Arrival;154;230;83; Rp-   ;AGAM, NALDA;Tidak Berjadwal;SUB-AAP;IU642; Rp-   
3/21/2025 13:12:46;21 March 2025;Citilink;Arrival;127;3686;56;;Agoes;Berjadwal;CGK-AAP;QG422;
3/21/2025 13:22:20;21 March 2025;Super Air Jet;Arrival;180;1445;99;;Agoes;Berjadwal;SUB-AAP;IU642;
3/21/2025 14:14:54;21 March 2025;Batik Air;Departure;182;0;97;;Agoes;Berjadwal;CGK-AAP;ID6257;
3/21/2025 15:37:52;21 March 2025;Indonesia Army;Arrival;34;0;283;;Agoes;Tidak Berjadwal;CGK-AAP;A-7307;
3/21/2025 13:16:34;21 March 2025;Smart Aviation;Arrival;11;0;100;;Ahmad;Berjadwal;DTD-AAP;PK SNT;
3/21/2025 13:20:03;21 March 2025;Wing air;Departure;68;11;94;;Ahmad;Berjadwal;AAP-BEJ;IW1484;
3/21/2025 13:52:19;21 March 2025;Super Air Jet;Departure;184;179;100;;Ahmad;Berjadwal;AAP-CGK;IU641;
3/21/2025 15:24:53;21 March 2025;Super Air Jet;Departure;153;227;92;;Ahmad;Berjadwal;AAP-CGK;IU643;
3/21/2025 15:40:49;21 March 2025;Indonesia Army;departure;34;0;92;;Ahmad;Berjadwal;DTD-AAP;PK-SNT;
3/24/2025 8:15:54;24 March 2025;Super Air Jet;Arrival;178;576;98; Rp1.518.600 ;AILSA;Berjadwal;SUB-AAP;IU640; Rp1.518.600 
3/24/2025 9:57:39;24 March 2025;Super Air Jet;Departure;181;5;100; Rp1.518.600 ;AILSA;Berjadwal;AAP-YIA;IU659; Rp1.584.500 
3/24/2025 11:02:38;24 March 2025;Batik Air;Arrival;83;2367;56; Rp2.110.700 ;AILSA;Berjadwal;CGK-AAP;ID6256; Rp1.733.300 
3/24/2025 11:56:22;24 March 2025;Wing air;Arrival;72;0;100; Rp1.418.700 ;AILSA;Berjadwal;BEJ-AAP;IW1485; Rp1.234.400 
3/30/2025 14:54:06;30 March 2002;Wing air;Departure;60;12;82; Rp1.067.100 ;ALEX;Berjadwal;AAP-BAJ;IW1484; Rp-   
3/26/2025 14:19:18;26 March 2025;Wing air;Departure;72;94;99%; Rp1.067.100 ;Alex;Berjadwal;AAP-BEJ;IW-1484;-
3/26/2025 14:44:21;26 March 2025;Citilink;Arrival;136;2551;75%; Rp1.799.345 ;ALEX;Berjadwal;CGK-AAP;QG422;-
3/26/2025 16:07:57;26 March 2025;Super Air Jet;Departure;185;163;100; Rp1.321.130 ;ALEX;Berjadwal;AAP-SUB;IU-641;-
3/26/2025 17:21:50;26 March 2025;Citilink;Departure;181;206;100; Rp1.799.345 ;ALEX;Berjadwal;AAP-CGK;QG423;-
3/30/2025 14:41:46;30 March 2025;Batik Air;Departure;154;8;96; Rp1.840.700 ;ALEX;Berjadwal;AAP-CGK;ID6257; Rp-   
3/30/2025 14:48:10;30 March 2025;Citilink;Arrival;97;1608;52; Rp-   ;ALEX;Berjadwal;CGK-AAP;QG422; Rp-   
3/30/2025 15:31:40;30 March 2025;Super Air Jet;Departure;183;0;100; Rp1.321.130 ;ALEX;Berjadwal;AAP-SUB;IU643; Rp-   
4/2/2025 9:45:27;2 April 2025;Smart Aviation;Departure;1;0;8; Rp704.330 ;Alex;Perintis;AAP-RTU;PK-SNT; Rp704.330 
4/2/2025 11:01:21;2 April 2025;Citilink;Arrival;121;32;67; Rp1.799.345 ;ALEX;Berjadwal;SUB-AAP;QG-460; Rp1.216.565 
4/2/2025 11:45:05;2 April 2025;Citilink;Departure;182;32;99; Rp1.799.345 ;ALEX;Berjadwal;AAP-CGK;QG461; Rp1.216.565 
4/4/2025 14:24:08;4 April 2025;Super Air Jet;Arrival;184;1453;99; Rp1.397.180 ;ALEX;Berjadwal;YIA-AAP;IU658; Rp1.046.180 
4/4/2025 14:27:12;4 April 2025;Citilink;Arrival;121;1750;66; Rp1.799.345 ;ALEX;Berjadwal;CGK-AAP;QG422; Rp1.216.565 
4/4/2025 17:08:11;4 April 2025;Batik Air;Arrival;137;228;85; Rp1.840.700 ;ALEX;Berjadwal;CGK-AAP;ID6676; Rp1.394.700 
4/7/2025 13:16:28;07/04/2025;Super Air Jet;Arrival;182;27;100;;ALI;Berjadwal;SUB-AAP;IU 640;
4/4/2025 10:03:12;4 April 2025;Super Air Jet;Departure;180;4;100; Rp1.397.180 ;ANANG;Berjadwal;AAP-YIA;IU659; Rp1.046.180 
4/4/2025 10:04:54;4 April 2025;Wing air;Arrival;75;2;180; Rp1.067.100 ;ANANG;Berjadwal;BEJ-AAP;IW1485;-
4/4/2025 11:18:55;4 April 2025;Smart Aviation;Departure;4;0;30,8;-;ANANG MASDARI;Perintis;AAP-DTD;PK SNT; Rp718.760 
4/4/2025 12:01:05;4 April 2025;Batik Air;Arrival;118;1470;-; Rp1.840.700 ;ANANG MASDARI;Berjadwal;CGK-AAP;ID6257; Rp1.394.700 
3/28/2025 12:48:18;28 March 2025;Smart Aviation;Departure;11;0;92; Rp740.960 ;Andhika, Ummu;Perintis;AAP-LPU;PK-SNG;
3/28/2025 12:53:49;28 March 2025;Wing air;Arrival;72;3;96;;Andhika, Ummu;Berjadwal;BEJ-AAP;IW1485;
3/28/2025 13:07:09;28 March 2025;Batik Air;Arrival;149;723;93;;Andhika, Ummu;Berjadwal;CGK-AAP;ID6256;
3/28/2025 15:07:40;28 March 2025;Batik Air;Departure;155;44;98; Rp2.110.700 ;Andhika, Ummu;Berjadwal;AAP-CGK;ID6257; Rp1.733.300 
3/28/2025 15:11:22;28 March 2025;Super Air Jet;Arrival;95;1339;51;;Andhika, Ummu;Berjadwal;YIA-AAP;IU658;
3/28/2025 15:13:25;28 March 2025;Super Air Jet;Departure;182;8;100; Rp1.518.600 ;Andhika, Ummu;Berjadwal;AAP-SUB;IU643;
3/28/2025 15:15:49;28 March 2025;Super Air Jet;Arrival;148;82;80;;Andhika, Ummu;Berjadwal;SUB-AAP;IU642;
3/28/2025 15:18:44;28 March 2025;Super Air Jet;Departure;182;157;99; Rp1.518.600 ;Andhika, Ummu;Berjadwal;AAP-SUB;IU641;
3/28/2025 15:20:39;28 March 2025;Citilink;Arrival;157;1027;86;;Andhika, Ummu;Berjadwal;CGK-AAP;QG422;
3/28/2025 16:26:07;28 March 2025;Citilink;Departure;180;464;99; Rp1.799.345 ;Andhika, Ummu;Berjadwal;AAP-CGK;QG423;
3/28/2025 16:51:31;28 March 2025;Smart Aviation;Arrival;6;0;50;;Andhika, Ummu;Perintis;DTD-AAP;PK-SNT;
3/28/2025 17:39:46;28 March 2025;Batik Air;Arrival;132;1376;84;;Andhika, Ummu;Berjadwal;CGK-AAP;ID6676;
3/28/2025 18:46:08;28 March 2025;Batik Air;Departure;156;205;98; Rp2.110.700 ;Andhika, Ummu;Berjadwal;AAP-CGK;ID6677; Rp1.733.300 
3/28/2025 12:57:05;28 March 2025;Wing air;Departure;73;3;100; Rp1.418.700 ;Andhikaa, Ummu;Berjadwal;AAP-BEJ;IW1484; Rp1.234.400 
4/11/2025 9:04:52;11/04/2025;Batik Air;Arrival;152;3205;96;;ANDI AMIRA AFIFAH;Berjadwal;CGK-AAP;ID 6672;
4/11/2025 9:09:22;11/04/2025;Batik Air;Departure;126;538;80; Rp2.110.700 ;ANDI AMIRA AFIFAH;Berjadwal;AAP-CGK;ID 6673; Rp1.751.500 
4/11/2025 11:11:14;11/04/2025;Smart Aviation;Departure;11;0;91; Rp718.760 ;ANDI AMIRA AFIFAH;Perintis;AAP-DTD;PK-SNT; Rp718.760 
4/11/2025 12:03:36;11/04/2025;Smart Aviation;Departure;12;0;91;;ANDI AMIRAH AFIFAH;Perintis;AAP-LPU;PK-SNV;
4/8/2025 9:09:48;08/04/2025;Batik Air;Arrival;147;1040;93; Rp1.840.700 ;andini;Berjadwal;CGK-AAP;ID6672; Rp1.751.500 
4/8/2025 11:07:47;08/04/2025;Citilink;Departure;180;184;100; Rp1.518.515 ;andini;Berjadwal;AAP-SUB;QG461; Rp912.455 
4/8/2025 11:42:00;08/04/2025;Batik Air;Departure;155;765;97; Rp1.840.700 ;andini;Berjadwal;AAP-CGK;ID 6673; Rp1.751.500 
4/7/2025 13:07:08;07/04/2025;Citilink;Departure;183;9;100; Rp1.518.515 ;ANDITYAWARMAN;Berjadwal;AAP-SUB;QG 461; Rp912.455 
4/7/2025 13:29:49;07/04/2025;Wing air;Departure;73;1;100; Rp1.067.100 ;ANDITYAWARMAN;Berjadwal;AAP-BEJ;IW 1484;
4/7/2025 14:52:23;07/04/2025;Batik Air;Arrival;152;220;97;;ANDITYAWARMAN;Berjadwal;CGK-AAP;ID 6256;
4/7/2025 15:04:48;07/04/2025;Smart Aviation;Departure;10;0;83; Rp740.960 ;ANDITYAWARMAN;Perintis;AAP-LPU;PK-SNT;
4/7/2025 15:10:27;07/04/2025;Citilink;Arrival;180;152;99;;ANDITYAWARMAN;Berjadwal;CGK-AAP;QG 422;
4/7/2025 15:52:13;07/04/2025;Citilink;Departure;185;25;99; Rp1.799.345 ;ANDITYAWARMAN;Berjadwal;AAP-CGK;QG 423; Rp1.112.945 
4/7/2025 17:37:42;07/04/2025;Batik Air;Arrival;155;5;98;;ANDITYAWARMAN;Berjadwal;CGK-AAP;ID 6676;
3/23/2025 15:25:05;23 March 0025;Super Air Jet;Departure;178;0;99; Rp1.518.600 ;Andra Hafi Aditya;Berjadwal;AAP-SUB;IU643;-
3/23/2025 13:33:49;23 March 2025;Wing air;Departure;70;15;97; Rp1.418.700 ;Andra Hafi Aditya;Berjadwal;AAP-BEJ;IW1484; Rp1.234.400 
3/23/2025 13:37:00;23 March 2025;Super Air Jet;Departure;183;252;102; Rp1.518.515 ;Andra Hafi Aditya;Berjadwal;AAP-SUB;IU641; Rp1.518.600 
3/23/2025 13:40:09;23 March 2025;Batik Air;Departure;157;105;101; Rp2.110.700 ;Andra Hafi Aditya;Berjadwal;AAP-CGK;ID6257; Rp1.733.300 
3/23/2025 15:29:30;23 March 2025;Super Air Jet;Arrival;150;2956;83;-;Andra Hafi Aditya;Berjadwal;YIA-AAP;IU658;-
3/23/2025 15:35:58;23 March 2025;Citilink;Arrival;139;2538;77;-;Andra Hafi Aditya;Berjadwal;CGK-AAP;QG422;-
3/23/2025 13:37:00;23 March 2025;Super Air Jet;Departure;178;0;98; Rp1.608.354 ;Andra Hafi Aditya;Berjadwal;AAP-SUB;IU659; Rp1.518.600 
4/2/2025 10:39:24;2 April 2025;Super Air Jet;Departure;189;0;100; Rp1.321.300 ;ANDRE;Berjadwal;AAP-SUB;IU641; Rp875.100 
4/2/2025 10:41:50;2 April 2025;Smart Aviation;Arrival;9;0;75; Rp740.960 ;ANDRE;Perintis;LPU-AAP;PK-SNG; Rp740.960 
3/29/2025 13:04:34;29 March 2025;Wing air;Departure;72;19;99; Rp1.418.700 ;Andriani, Hariyanto, Aziz;Berjadwal;AAP-BEJ;IW-1484; Rp1.234.400 
3/29/2025 13:09:04;29 March 2025;Super Air Jet;Departure;184;150;99; Rp1.321.200 ;Andriani, Hariyanto, Aziz;Berjadwal;AAP-SUB;IU-641; Rp1.321.200 
3/29/2025 13:12:43;29 March 2025;Batik Air;Departure;159;0;99; Rp1.418.700 ;Andriani, Hariyanto, Aziz;Berjadwal;AAP-CGK;ID-6257; Rp1.234.400 
3/29/2025 13:20:26;29 March 2025;Batik Air;Arrival;127;240;83;;Andriani, Hariyanto, Aziz;Berjadwal;CGK-AAP;ID-6256;
3/29/2025 13:22:43;29 March 2025;Super Air Jet;Arrival;140;240;74;;Andriani, Hariyanto, Aziz;Berjadwal;SUB-AAP;IU-642;
3/29/2025 13:32:36;29 March 2025;Super Air Jet;Arrival;130;977;72;;Andriani, Hariyanto, Aziz;Tidak Berjadwal;SUB-AAP;IU-2642;
3/29/2025 13:34:40;29 March 2025;Super Air Jet;Arrival;74;2640;41;;Andriani, Hariyanto, Aziz;Berjadwal;YIA-AAP;IU-658;
3/29/2025 13:35:55;29 March 2025;Wing air;Arrival;74;0;99;;Andriani, Hariyanto, Aziz;Berjadwal;BEJ-AAP;IW-1485;
3/29/2025 14:23:39;29 March 2025;Citilink;Arrival;165;1642;88;;Andriani, Hariyanto, Aziz;Berjadwal;CGK-AAP;QG-422;
3/29/2025 15:44:47;29 March 2025;Super Air Jet;Departure;180;0;99; Rp1.321.000 ;Andriani, Hariyanto, Aziz;Tidak Berjadwal;AAP-SUB;IU-2641; Rp1.321.000 
3/29/2025 15:48:10;29 March 2025;Batik Air;Arrival;127;463;81;;Andriani, Hariyanto, Aziz;Berjadwal;CGK-AAP;ID-6676;
3/29/2025 15:56:01;29 March 2025;Citilink;Departure;180;125;99; Rp1.799.345 ;Andriani, Hariyanto, Aziz;Berjadwal;AAP-CGK;QG-423; Rp1.799.345 
3/29/2025 16:03:02;29 March 2025;Super Air Jet;Departure;180;0;100; Rp1.321.200 ;Andriani, Hariyanto, Aziz;Berjadwal;AAP-SUB;IU-643; Rp1.321.200 
3/29/2025 17:58:45;29 March 2025;Batik Air;Departure;153;18;97; Rp2.110.700 ;Andriani, Hariyanto, Aziz;Berjadwal;AAP-CGK;ID-6677; Rp1.733.300 
3/31/2025 10:37:27;31 March 2025;Citilink;Arrival;33;153;18;;ANISA W MANURUNG;Berjadwal;SUB-AAP;QG460;
3/31/2025 11:39:42;31 March 2025;Citilink;Departure;181;26;100; Rp1.518.515 ;ANISA W MANURUNG;Berjadwal;AAP-SUB;QG461;
4/7/2025 13:32:54;07/04/2025;Citilink;Arrival;183;225;100;;ARIF RAHMAN;Berjadwal;SUB-AAP;QG 460;
4/7/2025 13:36:47;07/04/2025;Wing air;Arrival;0;0;0;;ARIF RAHMAN;Berjadwal;BEJ-AAP;IW 1485;
4/7/2025 14:51:12;07/04/2025;Batik Air;Departure;157;32;100; Rp1.840.700 ;ARIF RAHMAN;Berjadwal;AAP-CGK;ID 6257;
4/7/2025 14:55:37;07/04/2025;Super Air Jet;Arrival;185;2;100;;ARIF RAHMAN;Berjadwal;SUB-AAP;IU 642;
4/7/2025 14:59:02;07/04/2025;Super Air Jet;Departure;185;8;100; Rp1.321.130 ;ARIF RAHMAN;Berjadwal;AAP SUB;IU 641;
4/7/2025 15:07:20;07/04/2025;Super Air Jet;Arrival;183;162;100;;ARIF RAHMAN;Tidak Berjadwal;YIA-AAP;IU 658;
4/7/2025 15:48:46;07/04/2025;Super Air Jet;Departure;183;0;100; Rp1.321.130 ;ARIF RAHMAN;Berjadwal;AAP-SUB;IU 643;
07/04/2025;07/04/2025;Smart Aviation;Arrival;13;0;100;;ARIF RAHMAN;Berjadwal;LPU-AAP;PK-SNT;
4/7/2025 17:40:18;07/04/2025;Batik Air;Departure;156;1;99; Rp1.840.700 ;ARIF RAHMAN;Berjadwal;AAP--CGK;ID 6677;
4/6/2025 10:18:14;6 April 2025;Super Air Jet;Arrival;182;154;98;;Atala;Berjadwal;SUB-AAP;IU640;
4/6/2025 11:37:21;06/04/2025;Citilink;Arrival;184;2477;100;;atala;Berjadwal;SUB-AAP;QG460;
3/31/2025 12:14:22;31 March 2025;Smart Aviation;Departure;2;0;17; Rp718.760 ;AULIA;Perintis;AAP-DTD;PK SNT; Rp718.760 
3/31/2025 14:44:06;31 March 2025;Super Air Jet;Arrival;124;81;69; Rp1.321.300 ;AULIA;Berjadwal;SUB-AAP;PK STT; Rp1.257.300 
3/31/2025 16:23:49;31 March 2025;Citilink;Departure;184;207;102; Rp1.799.345 ;AULIA;Berjadwal;AAP-CGK;QG 423; Rp-   
4/5/2025 14:28:00;5 April 2025;Wing air;Departure;76;1;-; Rp1.067.100 ;Batara;Berjadwal;AAP-BEJ;IW1484;-
4/5/2025 14:36:40;5 April 2025;Citilink;Arrival;182;1.141;-; Rp1.799.345 ;Batara;Berjadwal;CGK-AAP;QG422; Rp1.216.565 
4/5/2025 15:54:19;5 April 2025;Super Air Jet;Arrival;177;1658;-; Rp1.321.300 ;BATARA;Tidak Berjadwal;YIA-AAP;IU658; Rp875.100 
4/5/2025 16:15:05;5 April 2025;Smart Aviation;Arrival;-;-;-; Rp-   ;BATARA;Tidak Berjadwal;BPN-AAP;PKSNT;-
4/5/2025 16:31:37;5 April 2025;Batik Air;Arrival;149;1665;-; Rp1.840.700 ;BATARA;Berjadwal;CGK-AAP;ID6676; Rp1.394.700 
4/5/2025 17:04:50;5 April 2025;Super Air Jet;Arrival;177;91;97; Rp-   ;BATARA;Berjadwal;SUB-AAP;IU642; Rp-   
4/5/2025 17:06:48;5 April 2025;Super Air Jet;Departure;184;0;100; Rp1.321.300 ;BATARA;Berjadwal;AAP-SUB;IU643; Rp875.100 
4/5/2025 17:08:42;5 April 2025;Citilink;Departure;86;102;99; Rp1.799.345 ;BATARA;Berjadwal;AAP-CGK;QG423; Rp1.216.565 
4/3/2025 11:33:15;3 April 2025;Citilink;Arrival;178;614;98; Rp1.518.515 ;Budi Supangat & M. Alwan Z;Berjadwal;SUB-AAP;QG460;-
4/3/2025 11:47:06;3 April 2025;Citilink;Departure;184;85;100; Rp1.518.515 ;Budi Supangat & M. Alwan Zuhdi;Berjadwal;AAP-SUB;QG461;-
4/3/2025 8:35:53;3 April 2025;Smart Aviation;Departure;11;-;92; Rp704.330 ;Budi Supangat & M.Alwan Zuhdi;Perintis;AAP-RTU;PK-SNT;-
3/26/2025 14:41:34;26 March 2025;Super Air Jet;Arrival;93;2243;51%; Rp1.379.180 ;BUNTU BATU;Berjadwal;YIA-AAP;IU658;-
3/26/2025 16:18:52;26 March 2025;Super Air Jet;Arrival;157;400;87; Rp1.518.515 ;BUNTU BATU;Berjadwal;SUB-AAP;IU-462;-
3/26/2025 17:18:17;26 March 2025;Super Air Jet;Departure;187;0;100; Rp1.321.130 ;BUNTU BATU;Berjadwal;AAP-SUB;IU643;-
3/31/2025 14:47:15;31 March 2025;Smart Aviation;Arrival;9;0;75; Rp718.760 ;CHINDY;Perintis;DTD-AAP;PK SNT; Rp-   
3/31/2025 14:49:23;31 March 2025;Super Air Jet;Departure;183;25;102; Rp1.321.300 ;CHINDY;Berjadwal;AAP-SUB;IU 643; Rp1.257.300 
3/31/2025 16:45:31;31 March 2025;Batik Air;Arrival;59;1942;36; Rp1.840.700 ;CHINDY;Berjadwal;CGK-AAP;ID 6676; Rp1.483.700 
3/31/2025 18:52:54;31 March 2025;Batik Air;Departure;161;68;99; Rp1.840.700 ;CHINDY;Berjadwal;AAP-CGK;ID6677; Rp1.257.700 
3/24/2025 8:13:58;24 March 2025;Batik Air;Arrival;74;3674;46; Rp2.110.700 ;DIAH;Berjadwal;CGK-AAP;ID6672; Rp1.733.300 
3/24/2025 9:56:10;24 March 2025;Batik Air;Departure;157;393;99; Rp2.110.700 ;DIAH;Berjadwal;AAP-CGK;ID6673; Rp1.733.300 
3/24/2025 11:00:54;24 March 2025;Super Air Jet;Arrival;179;296;98; Rp1.518.600 ;DIAH;Berjadwal;SUB-AAP;IU642;-
3/24/2025 11:27:26;24 March 2025;Smart Aviation;Departure;9;0;75; Rp714.920 ;DIAH;Perintis;AAP-DTD;PK-SNT; Rp714.920 
3/22/2025 12:56:08;22 March 2025;Batik Air;Arrival;155;3133;97;;Dimas Adityarama;Berjadwal;CGK-AAP;ID6256;
3/22/2025 13:01:56;22 March 2025;Super Air Jet;Arrival;180;397;100;;Dimas Adityarama;Berjadwal;SUB-AAP;IU642;
3/22/2025 14:44:48;22 March 2025;Batik Air;Departure;155;38;97;;Dimas Adityarama;Berjadwal;AAP-CGK;ID6257;
3/22/2025 14:48:05;22 March 2025;Super Air Jet;Departure;187;206;100;;Dimas Adityarama;Berjadwal;AAP-SUB;IU641;
3/22/2025 15:53:25;22 March 2025;Super Air Jet;Arrival;179;2973;99;;Dimas Adityarama;Berjadwal;YIA-AAP;IU658;
3/22/2025 15:56:19;22 March 2025;Citilink;Arrival;131;3837;70;;Dimas Adityarama;Berjadwal;CGK-AAP;QG422;
3/22/2025 17:04:38;22 March 2025;Citilink;Departure;183;232;100;;Dimas Adityarama;Berjadwal;AAP-CGK;QG423;
3/22/2025 17:07:34;22 March 2025;Smart Aviation;Arrival;0;0;0;;Dimas Adityarama;Perintis;BPN-AAP;PK-SNT;
4/2/2025 13:51:57;2 April 2025;Smart Aviation;Departure;0;0;0; Rp704.330 ;EDY P & DIMAS ARDI P;Perintis;AAP - RTU;PK- SNT; Rp704.330 
4/2/2025 13:59:16;2 April 2025;Wing air;Arrival;73;167;99;;EDY P & DIMAS ARDI P;Berjadwal;BEJ-AAP;IW1485;
4/2/2025 14:05:11;2 April 2025;Wing air;Departure;73;1;97;;EDY P & DIMAS ARDI P;Berjadwal;AAP- BEJ;IW1484;
4/2/2025 14:21:40;2 April 2025;Batik Air;Arrival;116;39;74; Rp1.321.300 ;EDY P & DIMAS ARDI P;Berjadwal;CGK-AAP;ID 6256; Rp875.100 
4/2/2025 14:26:51;2 April 2025;Batik Air;Departure;150;0;95; Rp1.840.700 ;EDY P & DIMAS ARDI P;Berjadwal;AAP- CGK;ID6257; Rp1.305.200 
4/2/2025 14:56:13;2 April 2025;Smart Aviation;Arrival;5;0;42;;EDY P & DIMAS ARDI P;Perintis;DTD-AAP;PK-SNT;
4/2/2025 15:16:41;2 April 2025;Super Air Jet;Arrival;179;10;96;;EDY P & DIMAS ARDI P;Berjadwal;SUB-AAP;IU642;
4/2/2025 15:20:09;2 April 2025;Super Air Jet;Departure;187;0;100; Rp1.321.300 ;EDY P & DIMAS ARDI P;Berjadwal;AAP - SUB;IU643; Rp875.100 
4/2/2025 15:22:47;2 April 2025;Citilink;Arrival;150;668;83;;EDY P & DIMAS ARDI P;Berjadwal;CGK - AAP ;QG422;
4/2/2025 16:18:40;2 April 2025;Citilink;Departure;182;19;99; Rp1.799.345 ;EDY P & DIMAS ARDI P;Berjadwal;AAP-CGK;QG423; Rp1.216.565 
4/2/2025 13:44:41;2 April 2025;Smart Aviation;Departure;4;0;33; Rp740.960 ;EDY PURWANTO & DIMAS ARDI PAMUNGKAS;Perintis;AAP-LPU;PK - SNG; Rp740.960 
3/23/2025 8:36:01;23 March 2025;Batik Air;Arrival;35;3104;21; Rp211.070 ;Eko;Berjadwal;CGK-AAP;ID 6672; Rp1.733.300 
3/23/2025 9:29:09;23 March 2025;Batik Air;Departure;158;391;101; Rp2.110.700 ;EKO;Berjadwal;AAP-CGK;ID6673; Rp1.733.300 
4/6/2025 11:32:43;06/04/2025;Super Air Jet;Departure;181;8;100; Rp1.321.300 ;Elfan;Berjadwal;AAP-SUB;IU659; Rp875.100 
4/9/2025 12:29:14;09/04/2025;Super Air Jet;Arrival;182;290;101; Rp1.518.100 ;ema;Berjadwal;SUB-AAP;ID640;-
4/9/2025 12:31:02;09/04/2025;Super Air Jet;Arrival;171;576;95; Rp1.518.200 ;ema;Berjadwal;SUB-AAP;IU642;-
4/9/2025 12:36:08;09/04/2025;Batik Air;Departure;114;592;73; Rp2.110.700 ;ema;Berjadwal;AAP-CGK;ID6673; Rp1.751.500 
4/9/2025 12:38:13;09/04/2025;Super Air Jet;Departure;180;3;100; Rp1.584.600 ;ema;Berjadwal;AAP-YIA;IU659;-
4/9/2025 12:40:38;09/04/2025;Citilink;Arrival;182;2000;101; Rp1.518.100 ;ema;Berjadwal;SUB-AAP;QG460;-
4/9/2025 13:12:57;09/04/2025;Wing air;Departure;66;4;92; Rp1.418.700 ;ema;Berjadwal;AAP-BEJ;IW1484;-
4/9/2025 13:54:59;09/04/2025;Smart Aviation;Arrival;0;0;0;-;ema;Tidak Berjadwal;AAP-BPN;PK-SNt;-
4/9/2025 17:06:05;09/04/2025;Super Air Jet;Arrival;183;2890;102; Rp1.518.100 ;ema;Berjadwal;SUB-AAP;IU658;-
4/9/2025 17:09:27;09/04/2025;Batik Air;Arrival;156;281;100; Rp2.110.700 ;ema;Berjadwal;CGK-AAP;ID6676; Rp1.261.600 
4/8/2025 8:52:25;08/04/2025;Super Air Jet;Arrival;181;884;97; Rp1.321.200 ;farisah;Berjadwal;SUB - AAP;IU 640; Rp1.321.200 
4/8/2025 9:55:22;08/04/2025;Super Air Jet;Departure;182;38;99; Rp1.379.180 ;farisah;Berjadwal;AAP-YIA;IU659; Rp1.379.180 
4/11/2025 12:52:02;11/04/2025;Wing air;Arrival;58;1;79;;FATMA SASKIA PUTRI;Berjadwal;BEJ - AAP;IW1485;
4/11/2025 12:54:59;11/04/2025;Batik Air;Arrival;151;2919;95;;FATMA SASKIA PUTRI;Berjadwal;CGK - AAP;ID6256;
4/11/2025 14:40:09;11/04/2025;Batik Air;Departure;130;0;82; Rp2.110.700 ;FATMA SASKIA PUTRI;Berjadwal;AAP - CGK;ID6257; Rp1.751.500 
4/11/2025 14:43:01;11/04/2025;Super Air Jet;Arrival;188;2988;100; Rp1.584.600 ;FATMA SASKIA PUTRI;Berjadwal;YIA - AAP;IU658;-
4/11/2025 14:59:14;11/04/2025;Smart Aviation;Arrival;12;0;100; Rp708.760 ;FATMA SASKIA PUTRI;Perintis;DTD - AAP;PK - SNT;
4/11/2025 17:07:13;11/04/2025;Citilink;Departure;123;162;67; Rp1.799.345 ;FATMA SASKIA PUTRI;Berjadwal;AAP - CGK;QG423; Rp1.112.945 
4/11/2025 17:37:38;11/04/2025;Super Air Jet;Arrival;179;163;99;;FATMA SASKIA PUTRI;Tidak Berjadwal;SUB - AAP;IU2642;
4/11/2025 23:46:24;10/04/2025;Batik Air;Departure;91;32;58; Rp2.110.700 ;FATMA SASKIA PUTRI;Berjadwal;AAP - CGK;ID6677; Rp1.751.500 
4/6/2025 14:56:40;06/04/2025;Wing air;Arrival;78;1;100;;FEBRIANUR;Berjadwal;BEJ-AAP;IW1485;
4/6/2025 15:04:11;06/04/2025;Super Air Jet;Departure;184;12;100; Rp1.321.300 ;FEBRIANUR;Berjadwal;AAP-SUB;IU641; Rp875.100 
4/6/2025 15:09:05;06/04/2025;Batik Air;Departure;160;47;100; Rp1.840.700 ;FEBRIANUR;Berjadwal;AAP-CGK;ID6257; Rp1.394.700 
